Dim1	Dim2	id	tsne
9.80874876529526	22.8462623429825	TCGA-CF-A47Y-01A-11R-A23W-07	indegree
19.3547255936531	-22.521458012484	TCGA-FD-A3B8-01A-31R-A20F-07	indegree
16.1675885412558	12.8686639168663	TCGA-FD-A62N-01A-11R-A30C-07	indegree
-12.3482735430962	-18.905573990332	TCGA-G2-A2EJ-01A-11R-A180-07	indegree
27.2781681688888	7.40643875591493	TCGA-DK-A3IM-01A-11R-A20F-07	indegree
11.0198493969063	-11.5913662109125	TCGA-2F-A9KO-01A-11R-A38B-07	indegree
15.4562244801706	-7.3290485932193	TCGA-K4-A3WS-01A-11R-A22U-07	indegree
13.690050076624	18.2241878238266	TCGA-FD-A5C0-01A-11R-A28M-07	indegree
11.5139383673637	-14.2235826301649	TCGA-E7-A97P-01A-11R-A38B-07	indegree
11.223721823965	23.5757466468165	TCGA-XF-AAN1-01A-31R-A42T-07	indegree
15.7810202297989	-8.63879338258567	TCGA-DK-A3IQ-01A-31R-A32Y-07	indegree
14.518209802919	-7.24921213118757	TCGA-FD-A6TB-01A-12R-A33J-07	indegree
18.3201998230498	-2.20190387397222	TCGA-XF-A9T4-01A-11R-A39I-07	indegree
14.1713386672648	17.5989113210811	TCGA-CU-A0YR-01A-12R-A10U-07	indegree
11.2345136647179	21.9491497454258	TCGA-CF-A27C-01A-11R-A16R-07	indegree
16.2588862796659	19.6659221262239	TCGA-XF-A9SZ-01A-11R-A39I-07	indegree
10.2744761650405	20.7147813616594	TCGA-G2-A3VY-01A-11R-A22U-07	indegree
18.0980227368557	-2.30226688031018	TCGA-ZF-AA56-01A-31R-A39I-07	indegree
4.30439619614209	-0.975069312626496	TCGA-CF-A9FL-01A-11R-A38B-07	indegree
25.5866168077951	4.06800358226639	TCGA-BT-A20V-01A-11R-A14Y-07	indegree
10.8401410653833	23.7964370091804	TCGA-S5-AA26-01A-11R-A38B-07	indegree
-0.56755228340754	-3.64057381164651	TCGA-H4-A2HO-01A-11R-A180-07	indegree
13.9482999053736	14.8347412518513	TCGA-DK-AA6S-01A-21R-A39I-07	indegree
12.7575954097275	19.1699870448706	TCGA-C4-A0F6-01A-11R-A10U-07	indegree
15.0063295824954	22.6417006589886	TCGA-UY-A9PE-01A-11R-A38B-07	indegree
11.6234282997201	24.6350462462281	TCGA-DK-A6B0-01A-11R-A31N-07	indegree
11.22105424012	23.6639598494345	TCGA-BT-A20P-01A-11R-A14Y-07	indegree
12.6580950412477	18.9024967441936	TCGA-FT-A3EE-01A-11R-A206-07	indegree
13.8973153670301	23.9625715265995	TCGA-CF-A47T-01A-11R-A23W-07	indegree
11.7738114646894	17.8737645266976	TCGA-XF-AAMG-01A-11R-A42T-07	indegree
11.9326118129865	20.8476184640482	TCGA-4Z-AA80-01A-11R-A39I-07	indegree
15.0889037451661	-7.52994396153614	TCGA-FD-A6TA-01A-12R-A33J-07	indegree
-12.9196151350733	20.6625921152325	TCGA-BL-A0C8-01B-04R-A277-07	indegree
12.0584415679235	23.3499169890084	TCGA-ZF-A9R0-01A-11R-A38B-07	indegree
